CODIGO_PROYECTO,AREA_ESTRATEGICA,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,ANO_CONCURSO,ANO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO DE ESTUDIO,DURACION_MESES,ANO FINALIZACION,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,UBICACION_INSTITUCION,MACROZONA MINCIENCIA (segUn ax),REGION_EJECUCION,MONTO ADJUDICADO (MILES $)
1070709,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2007,2007,2007,TRAMPAS NATURALES Y HUMEDALES: EXPLORANDO LA VARIABILIDAD DEL REGISTRO ARQUEOLOGICO Y TAFONOMICO DE PATAGONIA MEDIONAL,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,36,2010,PERSONA NATURAL,TEMISTOCLES ALFREDO PRIETO IGLESIAS,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$92.667
R07K1002,REC,REGIONAL,CAPITAL HUMANO AVANZADO CENTROS,I CONCURSO DE PROYECTOS DE CAPITAL HUMANO AVANZADO PARA FORTALECIMIENTO DE CENTROS REGIONALES 2007,2007,2007,PROYECTO DE CAPITAL HUMANO AVANZADO DEL CENTRO DE ESTUDIOS DEL CUATERNARIO FUEGO PATAGONIA Y ANTARTICA,CIENCIAS NATURALES,,NO APLICA,71,2013,PERSONA JURIDICA,THOMAS  COLNOT,HOMBRE,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$65.000
R07E1003,CENTROS,REGIONAL,EQUIPAMIENTO,I CONCURSO DE PROYECTOS DE EQUIPAMIENTO PARA EL FORTALECIMIENTO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO 2007,2007,2007,PROYECTO DE EQUIPAMIENTO DEL CENTRO DE ESTUDIOS DEL CUATERNARIO FUEGO PATAGONIA Y ANTARTICA,CIENCIAS NATURALES,,NO APLICA,24,2009,PERSONA JURIDICA,THOMAS  COLNOT,HOMBRE,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$64.997
ED12/046,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,XII CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,2007,2008,"BIODIVERSIDAD MARINA, VIAJE A LAS PROFUNDIDADES DE LOS MONTES SUBMARINOS DEL ARCHIPIELAGO DE JUAN FERNANDEZ",CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,25,2011,PERSONA JURIDICA,PEDRO MATUS PEZO,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$15.000
EC9/045,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION",IX CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA,2008,2008,LAS NUBES NO SON OBSTACULO PARA APRENDER,SIN INFORMACION,,NO APLICA,8,2009,PERSONA NATURAL,ALEX LABIN SUAZO,HOMBRE,LICEO SAN JOSE U.R,11. AYSEN,AUSTRAL,11. AYSEN,$1.000
ED13/032,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,XIII CONCURSO NACIONAL DE PROYECTOS DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA,2008,2008,BIODIVIERTETE: JUEGOS EDUCATIVOS PARA CONOCER Y VALORAR LA BIODIVERSIDAD PATAGONICA,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,16,2010,PERSONA JURIDICA,ANGELA LORETO MORALES MARQUEZ,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$15.000
EC9/025,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION",IX CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA,2008,2008,TRAS LA HUELLA DE LOS QUE LLEGARON PRIMERO: RECONOCIMIENTO Y VALORACION DEL PASADO TEHUELCHE EN EL V ALLE DEL RIO IBANEZ,SIN INFORMACION,,NO APLICA,8,2009,PERSONA NATURAL,CARLOS ELIAS NAVARRO GUTIERREZ,HOMBRE,ESCUELA MUNICIPAL AONIKENK,11. AYSEN,AUSTRAL,11. AYSEN,$1.000
ER8/011,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, ANO 2008",2008,2008,PROGRAMA COORDINADORES EXPLORA EN REGIONELS REGION DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO COYHAIQUE,MULTIDISCIPLINARIO,,NO APLICA,11,2009,PERSONA JURIDICA,CARLOS RODRIGO MERINO GONZALEZ,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$7.951
EC9/028,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION",IX CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA,2008,2008,ACUAPONIA UN BIOSISTEMA INTEGRADO PARA UN MEJOR ENTENDIMIENTO DE LAS CIENCIAS,SIN INFORMACION,,NO APLICA,8,2009,PERSONA NATURAL,ERNESTO CRISTIAN RIVERA ARANCIBIA,HOMBRE,COLEGIO SANTA TERESA DE LOS ANDES,11. AYSEN,AUSTRAL,11. AYSEN,$1.000
100/121/VI-2008-176,REC,PCI,REDES INTERNACIONALES - PROGRAMA DE APOYO A LA FORMACION DE REDES INTERNACIONALES ENTRE CENTROS DE INVESTIGACION,APOYO A LA VINCULACION INTERNACIONAL DE CENTROS Y GRUPOS DE INVESTIGACION ASOCIATIVA NACIONALES 2008,2008,2008,CENTRO DE INVESTIGACION EN ECOSISTEMAS DE LA PATAGONIA - CIEP,CIENCIAS NATURALES,,NO APLICA,12,2009,PERSONA JURIDICA,GIOVANNI DANERI HERMOSILLA,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$13.250
ED13/038,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,XIII CONCURSO NACIONAL DE PROYECTOS DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA,2008,2008,VENTANA HACIA LOS CAZADORES EXTINTOS DE AYSEN,CIENCIAS SOCIALES,CIENCIAS SOCIALES,NO APLICA,14,2010,PERSONA JURIDICA,KEMEL  SADE MARTINEZ,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$14.920
EC9/026,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION",IX CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA,2008,2008,MI COMPANERO ES UN ROBOT !,SIN INFORMACION,,NO APLICA,8,2009,PERSONA NATURAL,PATRICIO ANTIMAN VILLEGAS,HOMBRE,LICEO SAN JOSE U.R,11. AYSEN,AUSTRAL,11. AYSEN,$1.000
EC9/040,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION",IX CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA,2008,2008,VULCANISMO Y SISMICIDAD:EFECTOS GEOGRAFICOS EN AYSEN,SIN INFORMACION,,NO APLICA,8,2009,PERSONA NATURAL,RIGOBERTO PATRICIO BORQUEZ ANTIMAN,HOMBRE,LICEO SAN JOSE U.R,11. AYSEN,AUSTRAL,11. AYSEN,$1.000
ED13/068,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,XIII CONCURSO NACIONAL DE PROYECTOS DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA,2008,2008,PEQUENOS EXPLORADORES DE LOS BOSQUES EN MINIATURA DEL CABO DE HORNOS,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,11,2009,PERSONA JURIDICA,FRANCISCA MASSARDO VEGA,MUJER,FUNDACION OMORA ONG,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$14.898
1080320,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2008,2008,2008,"LATE-HOLOCENE GLACIER FLUCTUATIONS IN THE ANDES OF SOUTHERN CHILE: MULTI-CRITERIA DATING APPROACH INTEGRATING HIGH-RESOLUTION DENDROGLACIOLOGIC METHODS WITH LICHENOMETRY, TEPHROCHRONOLOGY AND STRATIGRAPHIC ANALYSIS.",CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,48,2012,PERSONA NATURAL,JUAN ARAVENA DONAIRE,HOMBRE,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$161.062
1085329,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2008,2008,2008,SECUENCIAS DE OCUPACION DE CAZADORES-RECOLECTORES MARINOS EN PATAGONIA AUSTRAL: DESCIFRANDO TRAYECTORIAS TECNOLOGICAS Y CINEGETICAS DURANTE LOS ULTIMOS 6000 AGNOS.,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,48,2012,PERSONA NATURAL,MANUEL SAN ROMAN,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$121.213
11080223,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2008,2008,2008,PALAEOPHYTOGEOGRAPHICAL AND EVOLUTIONARY RELATIONSHIPS BETWEEN SOUTHERN PATAGONIA AND ANTARCTIC PENINSULA FLORAS DURING THE CRETACEOUS,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,2011,PERSONA NATURAL,MARCELO ADRIAN LEPPE CARTES,HOMBRE,HEIDELBERG UNIVERSITY,FUERA REGION,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$54.701
ER8/012,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, ANO 2008",2008,2008,PROGRAMA COORDINADORES EXPLORA EN REGIONES REGION DE MAGALLANES Y LA ANTARTICA CHILENA PUNTA ARENAS,MULTIDISCIPLINARIO,,NO APLICA,11,2009,PERSONA JURIDICA,MARGARITA GARRIDO ESPINOZA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$11.734
1080548,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2008,2008,2008,EXPANSION OF ALEXANDRIUM CATENELLA IN SOUTHERN REGION OF CHILE: INVASION OR LATE RECOGNITION OF ITS REAL DISTRIBUTION?,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,36,2011,PERSONA NATURAL,MAXIMO FRANGOPULOS RIVERA,HOMBRE,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$145.026
1085204,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2008,2008,2008,EL RELATO DE VIAJE EN LA LITERATURA ORAL KAWESQAR. UN ENFOQUE A TRAVES DEL ANALISIS DEL DISCURSO.,HUMANIDADES,"LINGUISTICA, LITERATURA Y FILOLOGIA","LINGUISTICA,LITERATU",24,2010,PERSONA NATURAL,OSCAR EUGENIO AGUILERA FAUNDEZ,HOMBRE,FUNDACION PARA EL DESARROLLO DE LA XII REGION MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$21.284
D07I1118,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,XV CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2007,2007,2008,"ESCALAMIENTO COMERCIAL DE LA PRODUCCION DE JUVENILES DE HALIBUT DEL ATLANTICO, MEDIANTE MANEJO DE VA RIABLES AMBIENTALES, NUTRICIONALES E INMUNITARIAS DE LOS REPRODUCTORES.",CIENCIAS AGRICOLAS,PESCA Y PISCICULTURA,NO APLICA,48,2012,PERSONA JURIDICA,PABLO GALLARDO OJEDA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$329.000
1080485,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2008,2008,2008,HISTORIA VEGETACIONAL Y CLIMATICA POSTGLACIAL DE LOS ECOSISTEMAS TEMPLADOS DE PATAGONIA CENTRO (44Â°-49Â° S),CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,48,2012,PERSONA NATURAL,RODRIGO VILLA MARTINEZ,HOMBRE,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$148.051
EQU-03,CENTROS,REGIONAL,EQUIPAMIENTO,I CONCURSO DE PROYECTOS DE EQUIPAMIENTO CIENTIFICO TECNOLOGICO 2008,2008,2008,SIN INFORMACION,SIN INFORMACION,,NO APLICA,6,2009,PERSONA JURIDICA,SIN INFORMACION,SIN INFORMACION,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$125.000
7080233,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2008,2008,2008,TRAMPAS NATURALES Y HUMEDALES: EXPLORANDO LA VARIABILIDAD DEL REGISTRO ARQUEOLOGICO Y TAFONOMICO DE PATAGONIA MEDIONAL,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,12,2009,PERSONA NATURAL,TEMISTOCLES ALFREDO PRIETO IGLESIAS,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$2.150
11090208,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2009,2009,2009,"PATTERNS IN BENTHIC COMMUNITIES OFF THE MARINELLI GLACIER (DARWIN ICE FIELD, SOUTH CHILE): RESPONSE TO GLACIER RETREAT?",CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,36,2012,PERSONA NATURAL,AMERICO MONTIEL SAN MARTIN,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$62.532
D08I1163,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,XVI CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2008,2008,2009,"CULTIVO Y BIOTECNOLOGIA DE AHNFELTIA PLICATA, NUEVA ALTERNATIVA EN LA PRODUCCION DE FICOCOLOIDES PAR A LA REGION DE MAGALLANES",CIENCIAS NATURALES,CIENCIAS BIOLOGICAS,NO APLICA,36,2012,PERSONA JURIDICA,ANDRES MANSILLA MUNOZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$311.850
EC10/026,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION","X CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION, PROGRAMA EXPLORA-CONICYT 2009",2009,2009,ASTROCRYSTAL 2010 DESPEJA EL CIELO,CIENCIAS NATURALES,CIENCIAS DEL ESPACIO Y ASTRONOMIA,NO APLICA,8,2010,PERSONA NATURAL,ALEX LABIN SUAZO,HOMBRE,SOCIEDAD EDUCACIONAL LICEO SAN JOSE U.R.,11. AYSEN,AUSTRAL,11. AYSEN,$1.000
EC10/023,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION","X CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION, PROGRAMA EXPLORA-CONICYT 2009",2009,2009,ROBOT BICENTENARIO,INGENIERIA Y TECNOLOGIA,CIENCIAS DE LA INGENIERIA Y LA TECNOLOGIA,NO APLICA,8,2010,PERSONA NATURAL,PATRICIO ANTIMAN VILLEGAS,HOMBRE,LICEO SAN JOSE U.R.,11. AYSEN,AUSTRAL,11. AYSEN,$1.000
ERF09/011,NO APLICA,EXPLORA,FORTALECIMIENTO DE EXPLORA REGIONAL,FORTALECIMIENTO DE EXPLORA REGIONAL 2009,2009,2009,FORTALECIMIENTO EXPLORA REGION DEL GENERAL CARLOS IBANEZ DEL CAMPO,SIN INFORMACION,,NO APLICA,9,2010,PERSONA JURIDICA,PEDRO MATUS PEZO,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$15.337
ER9/011,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, ANO 2009",2009,2009,PROGRAMA COORDINADORES EXPLORA EN REGIONES REGION DEL GENERAL CARLOS IBANEZ DEL CAMPO,MULTIDISCIPLINARIO,,NO APLICA,11,2010,PERSONA JURIDICA,PEDRO MATUS PEZO,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$14.451
DIP-29,REC,REGIONAL,DIPLOMADOS CTI,I CONCURSO DE PROYECTOS DE DIPLOMADOS REGIONALES DE INNOVACION PARA LA COMPETITIVIDAD 2009,2009,2009,DIPLOMADO EN INNOVACION PARA LA COMPETITIVIDAD REGIONAL UACH,CIENCIAS SOCIALES,,NO APLICA,6,2010,PERSONA JURIDICA,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$46.729
1100822,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2010,2010,2009,REEVALUACION TAFONOMICA DE LA INTERACCION ENTRE CAZADORES RECOLECTORES Y FAUNA EXTINTA A FINES DEL PLEISTOCENO EN PATAGONIA MERIDIONAL,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,48,2013,PERSONA NATURAL,FABIANA MARTIN,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$174.758
FP0928,REC,INFORMACION CIENTIFICA,FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS,CONCURSO FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS CHILENAS 2009,2009,2009,MEJORAMIENTO DEL ACCESO Y LA VISIBILIDAD DE LAS PUBLICACIONES DEL INSTITUTO DE LA PATAGONIA A TRAVES DE UN PORTAL WEB PARA MAGALLANIA Y ANALES DEL INSTITUTO DE LA PATAGONIA,CIENCIAS NATURALES,"Otras ciencias sociales->Ciencias sociales, interdisciplinaria",NO APLICA,11,2010,PERSONA JURIDICA,FLAVIA MORELLO REPETTO,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$5.000
ECP1/169,NO APLICA,EXPLORA,CLUBES EXPLORINES DE VALORACION Y DIVULGACION DE LA CTI,"I CONCURSO CLUBES EXPLORINES DE VALORACION Y DIVULGACION DE LA CTI, 2009",2009,2009,SEMBRANDO CIENCIA EN MI JARDIN,SIN INFORMACION,,NO APLICA,SIN INFORMACION,01/01/#¡VALOR!,PERSONA NATURAL,GALICIA DEL CARMEN MALDONADO HARO,MUJER,JARDIN INFANTIL Y SALA CUNA TURRON,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,
11090265,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2009,2009,2009,INDUCTION OF THE IMMUNE RESPONSE IN THE ANTARCTIC SEA URCHIN STERECHINUS NEUMAYERI BY LIPOPOLYSACCHARIDES AND HEAT STRESS.,CIENCIAS NATURALES,BIOLOGIA 2,BIOLOGIA 2,36,2012,PERSONA NATURAL,JORGE MARCELO GONZALEZ ARAVENA,HOMBRE,UNIVERSITE MONTPELLIER 2,FUERA REGION,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$53.849
ECP1/146,NO APLICA,EXPLORA,CLUBES EXPLORINES DE VALORACION Y DIVULGACION DE LA CTI,"I CONCURSO CLUBES EXPLORINES DE VALORACION Y DIVULGACION DE LA CTI, 2009",2009,2009,CLUB CIENTIFICO UKIKA,SIN INFORMACION,,NO APLICA,SIN INFORMACION,01/01/#¡VALOR!,PERSONA NATURAL,LORNA REHBEIN VILLEGAS,MUJER,JARDIN INFANTIL Y SALA CUNA ETNICO FAMILIAR UKIKA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,
ERF09/012,NO APLICA,EXPLORA,FORTALECIMIENTO DE EXPLORA REGIONAL,FORTALECIMIENTO DE EXPLORA REGIONAL 2009,2009,2009,FORTALECIMIENTO EXPLORA REGION DE MAGALLANES Y LA ANTARTICA CHILENA,SIN INFORMACION,,NO APLICA,9,2010,PERSONA JURIDICA,MARGARITA GARRIDO ESPINOZA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$16.246
ER9/012,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, ANO 2009",2009,2009,PROGRAMA COORDINADORES EXPLORA EN REGIONES REGION DE MAGALLANES Y LA ANTARTICA CHILENA,MULTIDISCIPLINARIO,,NO APLICA,11,2010,PERSONA JURIDICA,MARGARITA GARRIDO ESPINOZA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$18.234
EC10/009,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION","X CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION, PROGRAMA EXPLORA-CONICYT 2009",2009,2009,ESTRATEGIAS METODOLOGICAS Y RECURSOS PEDAGOGICOS PARA LA PREVENCION DEL EMBARAZO ADOLESCENTE,CIENCIAS SOCIALES,CIENCIAS SOCIALES Y HUMANIDADES,NO APLICA,8,2010,PERSONA NATURAL,MARIA ARAYA CABRERA,MUJER,LICEO LUIS ALBERTO BARRERA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$1.080
80090023,REC,PAI,ATRACCION DE INVESTIGADORES DESDE EL EXTRANJERO,CONCURSO ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO MODALIDAD ESTADIAS CORTAS (MEC) 2009,2009,2009,VISITA DE EXPERTA EN ANALISIS DEL COMPORTAMIENTO ANIMAL,SIN INFORMACION,,NO APLICA,10,2010,PERSONA JURIDICA,MARIA HERNANDEZ LLOREDA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$4.175
1100334,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2010,2010,2009,LA NARRATIVA DE MITOS EN LA LITERATURA ORAL KAWESQAR. UN ENFOQUE A TRAVES DEL ANALISIS DEL DISCURSO Y LA LITERATURA,HUMANIDADES,"LINGUISTICA, LITERATURA Y FILOLOGIA","LINGUISTICA,LITERATU",36,2012,PERSONA NATURAL,OSCAR EUGENIO AGUILERA FAUNDEZ,HOMBRE,FUNDACION PARA EL DESARROLLO DE LA XII REGION MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$45.444
DA09I1002,INVESTIGACION APLICADA,FONDEF,DIVERSIFICACION DE LA ACUICULTURA,I CONCURSO DIVERSIFICACION ACUICOLA 2009,2009,2009,"DESARROLLO Y OBTENCION DE CAPACIDADES TECNOLOGICAS (PECES, RECURSOS HUMANOS E INFRAESTRUCTURA) EN LA PATAGONIA, PARA EL FORTALECIMIENTO DEL CULTIVO DE BACALAO DE PROFUNDIDAD (DISSOSTICHUS ELEGINOIDES), EN CHILE",CIENCIAS NATURALES,DIVERSIFICACION DE LA ACUICULTURA,NO APLICA,45,2013,PERSONA JURIDICA,PABLO GALLARDO OJEDA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$548.000
DIP-30,REC,REGIONAL,DIPLOMADOS CTI,I CONCURSO DE PROYECTOS DE DIPLOMADOS REGIONALES DE INNOVACION PARA LA COMPETITIVIDAD 2009,2009,2009,DIPLOMADO EN INNOVACION PARA LA COMPETITIVIDAD REGIONAL UACH,CIENCIAS SOCIALES,,NO APLICA,6,2010,PERSONA JURIDICA,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD AUSTRAL DE CHILE,FUERA REGION,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$40.000
