CODIGO_PROYECTO,AREA_ESTRATEGICA,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,ANO_CONCURSO,ANO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO DE ESTUDIO,DURACION_MESES,ANO FINALIZACION,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,UBICACION_INSTITUCION,MACROZONA MINCIENCIA (segUn ax),REGION_EJECUCION,MONTO ADJUDICADO (MILES $)
D91F1052,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO EN INFRAESTRUCTURA,I CONCURSO DE INFRAESTRUCTURA TECNOLOGICA 1991,1991,1991,CENTRO DE ESTUDIOS DE LOS RECURSOS ENERGETICOS,CIENCIAS NATURALES,METEOROLOGIA Y CLIMATOLOGIA,NO APLICA,50,1996,PERSONA JURIDICA,ARTURO KUNSTMANN FERRERIA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$206.000
1910259,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1991,1991,1991,ESTUDIO QUIMICO DE LA FLORA PATAGONICA,CIENCIAS NATURALES,QUIMICA,QUIMICA 2,24,1993,PERSONA NATURAL,VICTOR MANUEL FAJARDO MORALES,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$16.203
1920313,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1992,1992,1992,ESTRUCTURA Y DINAMICA DEL ESPECTRODE BIOMASA POR TAMANOS DEL FITOPLANCTON Y MICROZOOPLANCTON EN EL FIORDO OTWAY: VARIABILIDAD INVIERNO-PRIMAVERA,CIENCIAS NATURALES,OCEANOGRAFIA,CS. DE LA TIERRA,36,1995,PERSONA NATURAL,JOSE IRIARTE MACHUCA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$11.797
D96I1112,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,III CONCURSO INVESTIGACION Y DESARROLLO (I+D) 1993,1993,1993,DESARROLLO Y ADAPTACION DE SENSORES INDUSTRIALES PARA CONTROLAR Y OPTIMIZAR LA OPERACION DE PROCESOS INVOLUCRANDO DISPERSIONES LIQUIDAS Y MINERALES,INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA,NO APLICA,36,1996,PERSONA JURIDICA,JOSE RETAMALES ESPINOZA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$80.000
1941113,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1994,1994,1994,COLONIZACION BIOTICA EN TERRITORIOS EN PROCESO DE DESGLACIACION EN FUEGO-PATAGONIA,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,36,1997,PERSONA NATURAL,EDMUNDO ENRIQUE PISANO VALDES,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$24.100
1941117,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1994,1994,1994,ESTUDIO QUIMICO DE LA FLORA DE CHILE CON ESPECIAL ENFASIS EN ESPECIES DE LA PATAGONIA.,CIENCIAS NATURALES,QUIMICA,QUIMICA 2,36,1997,PERSONA NATURAL,VICTOR MANUEL FAJARDO MORALES,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$34.380
1950722,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1995,1995,1995,VARIACION RECIENTES DE GLACIALES EN EL HIELO PATAGONICO SUR Y SU RELACION CON CAMBIOS CLIMATICOS,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,1998,PERSONA NATURAL,GINO CASASSA ROGAZINSKI,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$49.190
1951226,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1995,1995,1995,ARQUEOLOGIA DEL CURSO MEDIO DEL GALLEGOS CHICO: IMPLICANCIAS DE UN MODELO DE PRESERVACION NATURAL DE SITIO.,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,12,1996,PERSONA NATURAL,TEMISTOCLES ALFREDO PRIETO IGLESIAS,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$11.616
D96T1032,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO EN TRANSFERENCIAS TECNOLOGICAS PRIMERA ETAPA,I CONCURSO TRANSFERENCIA TECNOLOGICA 1996,1996,1996,CREACION DE LA UNIDAD DE NEGOCIOS Y COMERCIALIZACION DEL CENTRO DE ESTUDIOS DE LOS RECURSOS ENERGETICOS  CERE/UMAG,INGENIERIA Y TECNOLOGIA,MINERIA,NO APLICA,17,1998,PERSONA JURIDICA,ARTURO KUNSTMANN FERRERIA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$24.000
1961286,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1996,1996,1996,MODELO DE OPTIMIZACION TERMICA DE VIVIENDAS.,INGENIERIA Y TECNOLOGIA,INGENIERIA 1,INGENIERIA 1,24,1998,PERSONA NATURAL,JUAN ARCADIO OYARZO PEREZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$25.541
D97F1072,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO EN INFRAESTRUCTURA,IV CONCURSO INFRAESTRUCTURA TECNOLOGICA 1997,1997,1997,LABORATORIO SIG/PR DE LA UNIVERSIDAD DE MAGALLANES APLICADO AL DESARROLLO DE LA XII REGION,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,21,1999,PERSONA JURIDICA,ARTURO KUNSTMANN FERRERIA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$62.000
1970987,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,"CARTOGRAFIA MAGALLANICA HISTORICA Y MODERNA (1523-1945) ORIGEN, EVOLUCION Y REGISTRO DESCRIPTIVO",HUMANIDADES,HISTORIA,HISTORIA,24,1999,PERSONA NATURAL,MATEO MARTINIC BEROS,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$9.583
7980057,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 1998,1998,1998,ESTUDIOS GEOFISICOS Y MODELACION DEL COMPORTAMIENTO DE LOS GLACIARES,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,2001,PERSONA NATURAL,GINO CASASSA ROGAZINSKI,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$4.500
1980293,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1998,1998,1998,HIELO PATAGONICO SUR: ESTUDIOS GEOFISICOS Y MODELACION DEL COMPORTAMIENTO DE LOS GLACIARES,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,2001,PERSONA NATURAL,GINO CASASSA ROGAZINSKI,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$86.823
1980689,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1998,1998,1998,"ESTABILIZACION DE POTENCIA ELECTRICA Y CONTROL DE ENERGIA UTILIZANDO UN VOLANTE DE INERCIA Y UNA MAQUINA DE INDUCCION VECTORIALMENTE. APLICACION  ESTUDIADA, SISTEMAS EOLICOS.",INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,2000,PERSONA NATURAL,JESUS ROBERTO CARDENAS DOBSON,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$18.434
7980077,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 1998,1998,1998,ESTRATEGIAS DE CONTROL DE GENERADORES DE INDUCCION JAULA DE ARDILLA CON CONVERSORES PWM,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,36,2001,PERSONA NATURAL,RUBEN SIGIFREDO PENA GUINEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$4.500
1980688,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1998,1998,1998,ESTRATEGIAS DE CONTROL DE GENERADORES DE INDUCCION JAULA DE ARDILLA CON CONVERSORES PWM,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,36,2001,PERSONA NATURAL,RUBEN SIGIFREDO PENA GUINEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$32.593
EXP98/082,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA ANO 1998,1998,1998,ASOCIACION DE JOVENES CIENTIFICOS DE MAGALLANES II,SIN INFORMACION,,NO APLICA,SIN INFORMACION,01/01/#¡VALOR!,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$9.020
EXP98/083,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA ANO 1998,1998,1998,C Y T ENERGETICAS AL SERVICIO DEL HOMBRE Y AMISTOSAS CON EL AMBIENTE,SIN INFORMACION,,NO APLICA,SIN INFORMACION,01/01/#¡VALOR!,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$7.585
D99I1082,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,VII CONCURSO INVESTIGACION Y DESARROLLO (I+D) 1999,1999,1999,DESARROLLO DE LA TECNOLOGIA DE CULTIVO DE HALIBUT DE ATLANTICO (HIPPOGLOSSUS HIPPOGLOSSUS) EN LA XII REGION,CIENCIAS AGRICOLAS,PESCA Y PISCICULTURA,NO APLICA,52,2004,PERSONA JURIDICA,PABLO GALLARDO OJEDA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$222.000
1991020,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1999,1999,1999,SOLAR WIND MAGNETOSPHERE IONOSPHERE ATMOSPHERE COUPLING AND CONSEQUENCES DURING MAGNETIC STORMS.,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,2002,PERSONA NATURAL,RICARDO MONREAL MAC-MAHON,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$19.762
ED4/99/060,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,IV CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA ANO 1999,1999,1999,ASOCIACION CIENTIFICA DE JOVENES MAGALLANICOS 2000,SIN INFORMACION,,NO APLICA,12,2000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$7.960
1000979,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2000,2000,2000,CONTROL VECTORIAL SIN SENSOR DE POSICION DE MAQUINAS DE INDUCCION UTILIZADAS EN SISTEMAS DE GENERACION DE ENERGIA ELECTRICA.,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,2002,PERSONA NATURAL,JESUS ROBERTO CARDENAS DOBSON,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$20.908
D00T1023,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO EN TRANSFERENCIAS TECNOLOGICAS PRIMERA ETAPA,III CONCURSO TRANSFERENCIA TECNOLOGICA EN SU MODALIDAD DE VENTANILLA ABIERTA 2000 (FASE 1),2000,2000,"PRODUCCION, COMERCIALIZACION Y SERVICIOS ASOCIADOS A SENSORES PARA DISPERSIONES INDUSTRIALES",INGENIERIA Y TECNOLOGIA,MINERIA,NO APLICA,12,2001,PERSONA JURIDICA,JOSE RETAMALES ESPINOZA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$5.954
D00T2023,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO EN TRANSFERENCIAS TECNOLOGICAS SEGUNDA ETAPA,III CONCURSO TRANSFERENCIA TECNOLOGICA EN SU MODALIDAD DE VENTANILLA ABIERTA 2000 (FASE 2),2000,2000,"PRODUCCION, COMERCIALIZACION Y SERVICIOS ASOCIADOS A SENSORES PARA DISPERSIONES INDUSTRIALES",INGENIERIA Y TECNOLOGIA,MINERIA,NO APLICA,22,2002,PERSONA JURIDICA,JOSE RETAMALES ESPINOZA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$44.500
D00I1181,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,VIII CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2000,2000,2000,"DESARROLLO DE LA PESQUERIA DE LANGOSTINO DE LOS CANALES (MUNIDA SUBRUGOSA), EN LA XII REGION, MAGALLANES Y ANTARTICA CHILENA",CIENCIAS AGRICOLAS,PESCA Y PISCICULTURA,NO APLICA,29,2003,PERSONA JURIDICA,MATTHIAS GORNY,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$286.000
7000161,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2000,2000,2000,LA IDENTIFICACION DE FUENTES DE OBSIDIANA VERDE DISTRIBUCION ESPACIAL E IMPLICANCIAS PARA LOS CONTEXTOS ARQUEOLOGICOS DE PATAGONIA MERIDIONAL Y TIERRA DEL FUEGO,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,24,2002,PERSONA NATURAL,TEMISTOCLES ALFREDO PRIETO IGLESIAS,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$2.820
1000161,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2000,2000,2000,LA IDENTIFICACION DE FUENTES DE OBSIDIANA VERDE DISTRIBUCION ESPACIAL E IMPLICANCIAS PARA LOS CONTEXTOS ARQUEOLOGICOS DE PATAGONIA MERIDIONAL Y TIERRA DEL FUEGO,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,24,2002,PERSONA NATURAL,TEMISTOCLES ALFREDO PRIETO IGLESIAS,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$33.583
D01I1164,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,IX CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2001,2001,2001,PRODUCCION DE HARINA DE LA MACROALGA (MACROCYSTIS PYRIFERA) Y SU UTILIZACION COMO INGREDIENTE PARA ALIMENTACION DE SALMONIDOS EN LA REGION DE MAGALLANES Y ANTARTICA CHILENA,CIENCIAS AGRICOLAS,PESCA Y PISCICULTURA,NO APLICA,37,2005,PERSONA JURIDICA,ANDRES MANSILLA MUNOZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$220.000
D01I1165,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,IX CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2001,2001,2001,CARACTERIZACION Y APROVECHAMIENTO INTEGRAL DE LA ENERGIA DEL VIENTO EN CHILE,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LAS MATEMATICAS,NO APLICA,31,2004,PERSONA JURIDICA,ARTURO KUNSTMANN FERRERIA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$152.000
1010939,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2001,2001,2001,IMPLEMENTACION DE DISPOSITIVOS PARA SISTEMAS FLEXIBLES EN CORRIENTE ALTERNA ( FACTUS ) UTILIZANDO CONVERSORES MULTI-NIVEL,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,2003,PERSONA NATURAL,DIEGO SOTO SANCHEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$26.523
1010723,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2001,2001,2001,AUTOMATED SYNCHRONIZATION AND LOAD BALANCING IN PARALLEL DISCRETE EVENT SIMULATION: AN ARCHITECTURE INDEPENDENT AND COST PREDICTABLE APPROACH TO THE DEVELOPMENT OF USER-FRIENDLY SOFTWARE,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,2003,PERSONA NATURAL,JUAN MAURICIO MARIN CAIHUAN,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$12.572
R01I1003,CENTROS,REGIONAL,CREACION CENTROS REGIONALES,I CONCURSO UNIDADES REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO 2001,2001,2001,CENTRO DE ESTUDIOS DEL CUATERNARIO DE FUEGO PATAGONIA Y ANTARTICA (CEQUA),CIENCIAS NATURALES,,NO APLICA,60,2006,PERSONA JURIDICA,MAXIMO FRANGOPULOS RIVERA,HOMBRE,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$1.000.000
D01I1163,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,IX CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2001,2001,2001,DESARROLLO DE LA TECNOLOGIA PARA LA PRODUCCION DE SEMILLAS DE PECTINIDOS AUSTRALES CON IMPORTANCIA COMERCIAL(CHLAMYS PATAGONICA Y CHLAMYS VITREA) EN MAGALLANES,CIENCIAS AGRICOLAS,PESCA Y PISCICULTURA,NO APLICA,42,2005,PERSONA JURIDICA,PABLO GALLARDO OJEDA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$237.000
1010942,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2001,2001,2001,CONTROL VECTORIAL DE GENERADORES DE INDUCCION DE DOBLE EXCITACION PARA SISTEMAS DE GENERACION DIESEL-OELICA DE VELOCIDAD VARIABLE,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,36,2004,PERSONA NATURAL,RUBEN SIGIFREDO PENA GUINEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$33.551
ED6/01/060,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,VI CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA ANO 2001,2001,2001,ASOCIACION CIENTIFICA DE JOVENES MAGALLANICOS 2002,SIN INFORMACION,,NO APLICA,12,2002,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$9.900
1020721,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2002,2002,2002,ESTABILIZACION DE POTENCIA ELECTRICA Y GENERACION DE ENERGIA UTILIZANDO MAQUINAS DE RELUCTANCIA CONMUTADA,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,36,2005,PERSONA NATURAL,JESUS ROBERTO CARDENAS DOBSON,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$35.113
ED7/02/037,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,VII CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA ANO 2002,2002,2002,EXPLORACION CIENTIFICA DE LA DIVERSIDAD BIOLOGICA DE GRUPOS DE ORGANISMOS PEQUENOS EN LA REGION DEL CABO DE HORNOS,SIN INFORMACION,,NO APLICA,15,2004,SIN INFORMACION,RICARDO  ROZZI MARIN,HOMBRE,FUNDACION OMORA ONG,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$9.623
1030436,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2003,2003,2003,IMPLEMENTACION DE UN CONTROLADOR UNIFICADO DE POTENCIA (UPFC) EN BASE A CONVERSORES MULTINIVEL TIPO CADENA,INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA (INC POTENCIA),INGENIERIA 2,36,2006,PERSONA NATURAL,DIEGO SOTO SANCHEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$34.954
1030454,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2003,2003,2003,TRANSACTION SYNCHRONIZATION USING BULK-SYNCHRONOUS PARALLELISM: A LOOK AT THE DATABASE AND INFORMACION RETRIEVAL DOMAINS.,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,12,2004,PERSONA NATURAL,JUAN MAURICIO MARIN CAIHUAN,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$6.378
EC4/03/073,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION",IV CONCURSO NACIONAL DE CLUBES EXPLORA DE CIENCIA TECNOLOGIA INNOVACION 2003,2003,2003,EXPLORADORES DE LA FRONTERA,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,SIN INFORMACION,01/01/#¡VALOR!,PERSONA NATURAL,MIRNA AURORA DIAZ ULLOA,MUJER,ESCUELA RURAL DE CONCENTRACION FRONTERIZA G-7 DOROTEA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$1.000
D03T2023,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO EN TRANSFERENCIAS TECNOLOGICAS SEGUNDA ETAPA,VI CONCURSO TRANSFERENCIA TECNOLOGICA EN SU MODALIDAD DE VENTANILLA ABIERTA 2003 (FASE 2),2003,2003,CONSORCIO TECNOLOGICO EMPRESARIAL PARA LA INDUSTRIALIZACION MASIVA DEL HALIBUT EN LA REGION DE MAGALLANES,CIENCIAS NATURALES,PESCA Y ACUICULTURA,NO APLICA,12,2004,PERSONA JURIDICA,PABLO GALLARDO OJEDA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$25.000
