codigo_proyecto,n,subdireccion,programa,instrumento,nombre_concurso,año_curso,año_fallo,nombre_proyecto,area_ocde,disciplina,grupo_evaluacion,duracion_meses,tipo_beneficiario,nombre_responsable,sexo,institucion_principal,macrozona,region_ejecucion,monto_adjudicado_miles,sinfo_nosolicita
1820104,11,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,ESTUDIOS ORNITOLOGICOS SUBANTARTICOS EN LA ISLA NOIR (54 GRADOS 30' S-73 GRADOS 00' W).,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,12,PERSONA NATURAL,CLAUDIO ROBERTO VENEGAS CANELO,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,251,""
1830052,126,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1983,1983,1983,ESCALAMIENTO ( SCALE-UP ) DE UNA COLUMNA DE EXTRACCION DE PULSOS Y PLATOS PERFORADOS.,INGENIERIA Y TECNOLOGIA,INGENIERIA 3,INGENIERIA 3,12,PERSONA NATURAL,JOSE SANTOS RETAMALES ESPINOZA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,356,""
1831106,196,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1983,1983,1983,PROSPECCION E IDENTIFICACION DEL PATRIMONIO HISTORICO - CULTURAL DE LA REGION DE MAGALLANES.,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,12,PERSONA NATURAL,MATEO MARTINIC BEROS,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,316,""
1841241,473,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1984,1984,1984,REVISION TASXONOMICA DE LAS SUBFAMILIAS PHYGADEUONTINAE Y OXYTORINAE EN MAGALLANES.,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,12,PERSONA NATURAL,DOLLY MYRIAM LANFRANCO LEVERTON,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,119,""
1870106,996,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1987,1987,1987,ESTUDIO QUIMICO DE LAS,CIENCIAS NATURALES,QUIMICA,QUIMICA 2,12,PERSONA NATURAL,VICTOR MANUEL FAJARDO MORALES,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,950,""
1881300,1711,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1988,1988,1988,SECTORIZACION FITOGEOGRAFICA DEL ARCHIPIELAGO SUD PATAGONICO-FUEGUINO.,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,36,PERSONA NATURAL,EDMUNDO ENRIQUE PISANO VALDES,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,7619,""
1881301,1712,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1988,1988,1988,"LA INMIGRACION EUROPEA EN MAGALLANES, 1891-1920",CIENCIAS SOCIALES,GEOGRAFIA Y URBANISMO,GEOGRAFIA Y URBANISM,12,PERSONA NATURAL,MATEO MARTINIC BEROS,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,985,""
1891204,2217,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1989,1989,1989,EL VIENTO EN MAGALLANES COMO FACTOR ECOLOGICO Y ECONOMICO : I.- CUANTIFICACION DE SUS EFECTOS EN EL CULTIVO HORTICULAS Y SU POTENCIAL ENERGETICO.,CIENCIAS AGRICOLAS,AGRONOMIA,AGRONOMIA,36,PERSONA NATURAL,ARIEL SANTANA AGUILA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,7021,""
1891206,2218,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1989,1989,1989,ESTUDIO QUIMICO DE LA FLORA PATAGONICA.,CIENCIAS NATURALES,QUIMICA,QUIMICA 2,24,PERSONA NATURAL,VICTOR MANUEL FAJARDO MORALES,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,6237,""
1891208,2219,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1989,1989,1989,ESCALAMIENTO DE COLUMNAS DE EXTRACCION DE PULSOS Y PLATOS PERFORADOS.,INGENIERIA Y TECNOLOGIA,INGENIERIA 3,INGENIERIA 3,12,PERSONA NATURAL,JOSE SANTOS RETAMALES ESPINOZA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,1301,""
1891210,2220,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1989,1989,1989,MODELACION DEL ROTOR DE DIRRIEUS.,INGENIERIA Y TECNOLOGIA,INGENIERIA 1,INGENIERIA 1,24,PERSONA NATURAL,HUMBERTO OYARZO PEREZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,2954,""
1891211,2221,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1989,1989,1989,ESTUDIO DE LA DISTRIBUCION DE CONTAMINANTES ARROJADOS EN LA COSTA DE PUNTA ARENAS.,INGENIERIA Y TECNOLOGIA,INGENIERIA 1,INGENIERIA 1,12,PERSONA NATURAL,JUAN ARCADIO OYARZO PEREZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,710,""
1900005,2283,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,"""""HISTORIA DE LA REGION MAGALLANICA"""".",HUMANIDADES,HISTORIA,HISTORIA,36,PERSONA NATURAL,MATEO MARTINIC BEROS,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,8850,""
1900518,2404,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,"CULTIVO DE CENTOLLA (,ITHODES SANTOLLA) CON FINES DE REPOBLACION. 1A. PARTE: METAMORFOSIS DE POST-LARVA A PRIMER JUVENIL Y CRIANZA DE LARVAS Y POST-LARVAS A ESCALA INTERMEDIA.",CIENCIAS MEDICAS Y DE LA SALUD,PRODUCCION ANIMAL,SALUD PROD ANIM,12,PERSONA NATURAL,ITALO CESAR CAMPODONICO GAMBOA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,1546,""
D91F1052,2847,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO EN INFRAESTRUCTURA,I CONCURSO DE INFRAESTRUCTURA TECNOLOGICA 1991,1991,1991,CENTRO DE ESTUDIOS DE LOS RECURSOS ENERGETICOS,CIENCIAS NATURALES,METEOROLOGIA Y CLIMATOLOGIA,NO APLICA,50,PERSONA JURIDICA,ARTURO KUNSTMANN FERRERIA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,206000,""
1910259,2971,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1991,1991,1991,ESTUDIO QUIMICO DE LA FLORA PATAGONICA,CIENCIAS NATURALES,QUIMICA,QUIMICA 2,24,PERSONA NATURAL,VICTOR MANUEL FAJARDO MORALES,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,16203,""
1920313,3603,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1992,1992,1992,ESTRUCTURA Y DINAMICA DEL ESPECTRODE BIOMASA POR TAMANOS DEL FITOPLANCTON Y MICROZOOPLANCTON EN EL FIORDO OTWAY: VARIABILIDAD INVIERNO-PRIMAVERA,CIENCIAS NATURALES,OCEANOGRAFIA,CS. DE LA TIERRA,SIN INFORMACION,PERSONA NATURAL,JOSE IRIARTE MACHUCA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,11797,""
D96I1112,3976,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,III CONCURSO INVESTIGACION Y DESARROLLO (I+D) 1993,1993,1993,DESARROLLO Y ADAPTACION DE SENSORES INDUSTRIALES PARA CONTROLAR Y OPTIMIZAR LA OPERACION DE PROCESOS INVOLUCRANDO DISPERSIONES LIQUIDAS Y MINERALES,INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA,NO APLICA,36,PERSONA JURIDICA,JOSE RETAMALES ESPINOZA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,80000,""
1941113,4881,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1994,1994,1994,COLONIZACION BIOTICA EN TERRITORIOS EN PROCESO DE DESGLACIACION EN FUEGO-PATAGONIA,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,36,PERSONA NATURAL,EDMUNDO ENRIQUE PISANO VALDES,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,24100,""
1941117,4883,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1994,1994,1994,ESTUDIO QUIMICO DE LA FLORA DE CHILE CON ESPECIAL ENFASIS EN ESPECIES DE LA PATAGONIA.,CIENCIAS NATURALES,QUIMICA,QUIMICA 2,36,PERSONA NATURAL,VICTOR MANUEL FAJARDO MORALES,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,34380,""
1950722,5289,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1995,1995,1995,VARIACION RECIENTES DE GLACIALES EN EL HIELO PATAGONICO SUR Y SU RELACION CON CAMBIOS CLIMATICOS,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,PERSONA NATURAL,GINO CASASSA ROGAZINSKI,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,49190,""
1951226,5478,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1995,1995,1995,ARQUEOLOGIA DEL CURSO MEDIO DEL GALLEGOS CHICO: IMPLICANCIAS DE UN MODELO DE PRESERVACION NATURAL DE SITIO.,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,12,PERSONA NATURAL,TEMISTOCLES ALFREDO PRIETO IGLESIAS,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,11616,""
D96T1032,5603,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO EN TRANSFERENCIAS TECNOLOGICAS PRIMERA ETAPA,I CONCURSO TRANSFERENCIA TECNOLOGICA 1996,1996,1996,CREACION DE LA UNIDAD DE NEGOCIOS Y COMERCIALIZACION DEL CENTRO DE ESTUDIOS DE LOS RECURSOS ENERGETICOS  CERE/UMAG,INGENIERIA Y TECNOLOGIA,MINERIA,NO APLICA,17,PERSONA JURIDICA,ARTURO KUNSTMANN FERRERIA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,24000,""
1961286,5994,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1996,1996,1996,MODELO DE OPTIMIZACION TERMICA DE VIVIENDAS.,INGENIERIA Y TECNOLOGIA,INGENIERIA 1,INGENIERIA 1,24,PERSONA NATURAL,JUAN ARCADIO OYARZO PEREZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,25541,""
D97F1072,6143,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO EN INFRAESTRUCTURA,IV CONCURSO INFRAESTRUCTURA TECNOLOGICA 1997,1997,1997,LABORATORIO SIG/PR DE LA UNIVERSIDAD DE MAGALLANES APLICADO AL DESARROLLO DE LA XII REGION,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,21,PERSONA JURIDICA,ARTURO KUNSTMANN FERRERIA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,62000,""
1970987,6447,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,"""""CARTOGRAFIA MAGALLANICA HISTORICA Y MODERNA (1523-1945) ORIGEN, EVOLUCION Y REGISTRO DESCRIPTIVO""""",HUMANIDADES,HISTORIA,HISTORIA,24,PERSONA NATURAL,MATEO MARTINIC BEROS,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,9583,""
7980057,6660,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 1998,1998,1998,ESTUDIOS GEOFISICOS Y MODELACION DEL COMPORTAMIENTO DE LOS GLACIARES,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,PERSONA NATURAL,GINO CASASSA ROGAZINSKI,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,4500,""
7980077,6674,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 1998,1998,1998,ESTRATEGIAS DE CONTROL DE GENERADORES DE INDUCCION JAULA DE ARDILLA CON CONVERSORES PWM,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,36,PERSONA NATURAL,RUBEN SIGIFREDO PEÑA GUIÑEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,4500,""
EXP98/082,6769,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA AÑO 1998,1998,1998,ASOCIACION DE JOVENES CIENTIFICOS DE MAGALLANES II,SIN INFORMACION,"",NO APLICA,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,9020,""
EXP98/083,6770,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA AÑO 1998,1998,1998,C Y T ENERGETICAS AL SERVICIO DEL HOMBRE Y AMISTOSAS CON EL AMBIENTE,SIN INFORMACION,"",NO APLICA,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,7585,""
1980293,6842,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1998,1998,1998,HIELO PATAGONICO SUR: ESTUDIOS GEOFISICOS Y MODELACION DEL COMPORTAMIENTO DE LOS GLACIARES,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,PERSONA NATURAL,GINO CASASSA ROGAZINSKI,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,86823,""
1980688,6933,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1998,1998,1998,ESTRATEGIAS DE CONTROL DE GENERADORES DE INDUCCION JAULA DE ARDILLA CON CONVERSORES PWM,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,36,PERSONA NATURAL,RUBEN SIGIFREDO PEÑA GUIÑEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,32593,""
1980689,6934,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1998,1998,1998,"ESTABILIZACION DE POTENCIA ELECTRICA Y CONTROL DE ENERGIA UTILIZANDO UN VOLANTE DE INERCIA Y UNA MAQUINA DE INDUCCION VECTORIALMENTE. APLICACION  ESTUDIADA, SISTEMAS EOLICOS.",INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,PERSONA NATURAL,JESUS ROBERTO CARDENAS DOBSON,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,18434,""
D99I1082,7335,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,VII CONCURSO INVESTIGACION Y DESARROLLO (I+D) 1999,1999,1999,DESARROLLO DE LA TECNOLOGIA DE CULTIVO DE HALIBUT DE ATLANTICO (HIPPOGLOSSUS HIPPOGLOSSUS) EN LA XII REGION,CIENCIAS AGRICOLAS,PESCA Y PISCICULTURA,NO APLICA,52,PERSONA JURIDICA,PABLO GALLARDO OJEDA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,222000,""
ED4/99/060,7405,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,IV CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA AÑO 1999,1999,1999,ASOCIACION CIENTIFICA DE JOVENES MAGALLANICOS 2000,SIN INFORMACION,"",NO APLICA,12,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,7960,""
1991020,7755,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1999,1999,1999,SOLAR WIND MAGNETOSPHERE IONOSPHERE ATMOSPHERE COUPLING AND CONSEQUENCES DURING MAGNETIC STORMS.,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,PERSONA NATURAL,RICARDO ARTURO MONREAL MAC-MAHON,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,19762,""
7000161,7862,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2000,2000,2000,LA IDENTIFICACION DE FUENTES DE OBSIDIANA VERDE DISTRIBUCION ESPACIAL E IMPLICANCIAS PARA LOS CONTEXTOS ARQUEOLOGICOS DE PATAGONIA MERIDIONAL Y TIERRA DEL FUEGO,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,24,PERSONA NATURAL,TEMISTOCLES ALFREDO PRIETO IGLESIAS,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,2820,""
D00I1181,7984,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,VIII CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2000,2000,2000,"DESARROLLO DE LA PESQUERIA DE LANGOSTINO DE LOS CANALES (MUNIDA SUBRUGOSA), EN LA XII REGION, MAGALLANES Y ANTARTICA CHILENA",CIENCIAS AGRICOLAS,PESCA Y PISCICULTURA,NO APLICA,29,PERSONA JURIDICA,MATTHIAS GORNY,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,286000,""
D00T1023,8000,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO EN TRANSFERENCIAS TECNOLOGICAS PRIMERA ETAPA,III CONCURSO TRANSFERENCIA TECNOLOGICA EN SU MODALIDAD DE VENTANILLA ABIERTA 2000 (FASE 1),2000,2000,"PRODUCCION, COMERCIALIZACION Y SERVICIOS ASOCIADOS A SENSORES PARA DISPERSIONES INDUSTRIALES",INGENIERIA Y TECNOLOGIA,MINERIA,NO APLICA,12,PERSONA JURIDICA,JOSE RETAMALES ESPINOZA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,5954,""
D00T2023,8045,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO EN TRANSFERENCIAS TECNOLOGICAS SEGUNDA ETAPA,III CONCURSO TRANSFERENCIA TECNOLOGICA EN SU MODALIDAD DE VENTANILLA ABIERTA 2000 (FASE 2),2000,2000,"PRODUCCION, COMERCIALIZACION Y SERVICIOS ASOCIADOS A SENSORES PARA DISPERSIONES INDUSTRIALES",INGENIERIA Y TECNOLOGIA,MINERIA,NO APLICA,22,PERSONA JURIDICA,JOSE RETAMALES ESPINOZA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,44500,""
1000161,8188,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2000,2000,2000,LA IDENTIFICACION DE FUENTES DE OBSIDIANA VERDE DISTRIBUCION ESPACIAL E IMPLICANCIAS PARA LOS CONTEXTOS ARQUEOLOGICOS DE PATAGONIA MERIDIONAL Y TIERRA DEL FUEGO,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,24,PERSONA NATURAL,TEMISTOCLES ALFREDO PRIETO IGLESIAS,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,33583,""
1000979,8468,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2000,2000,2000,CONTROL VECTORIAL SIN SENSOR DE POSICION DE MAQUINAS DE INDUCCION UTILIZADAS EN SISTEMAS DE GENERACION DE ENERGIA ELECTRICA.,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,PERSONA NATURAL,JESUS ROBERTO CARDENAS DOBSON,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,20908,""
R01I1003,8474,CENTROS,REGIONAL,CREACION CENTROS REGIONALES,I CONCURSO UNIDADES REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO 2001,2001,2001,CENTRO DE ESTUDIOS DEL CUATERNARIO DE FUEGO PATAGONIA Y ANTARTICA (CEQUA),CIENCIAS NATURALES,"",NO APLICA,60,PERSONA JURIDICA,MAXIMO FRANGOPULOS RIVERA,HOMBRE,CEQUA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,1000000,""
D01I1163,8688,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,IX CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2001,2001,2001,DESARROLLO DE LA TECNOLOGIA PARA LA PRODUCCION DE SEMILLAS DE PECTINIDOS AUSTRALES CON IMPORTANCIA COMERCIAL(CHLAMYS PATAGONICA Y CHLAMYS VITREA) EN MAGALLANES,CIENCIAS AGRICOLAS,PESCA Y PISCICULTURA,NO APLICA,42,PERSONA JURIDICA,PABLO GALLARDO OJEDA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,237000,""
D01I1164,8689,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,IX CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2001,2001,2001,PRODUCCION DE HARINA DE LA MACROALGA (MACROCYSTIS PYRIFERA) Y SU UTILIZACION COMO INGREDIENTE PARA ALIMENTACION DE SALMONIDOS EN LA REGION DE MAGALLANES Y ANTARTICA CHILENA,CIENCIAS AGRICOLAS,PESCA Y PISCICULTURA,NO APLICA,37,PERSONA JURIDICA,ANDRES MANSILLA MUNOZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,220000,""
D01I1165,8690,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,IX CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2001,2001,2001,CARACTERIZACION Y APROVECHAMIENTO INTEGRAL DE LA ENERGIA DEL VIENTO EN CHILE,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LAS MATEMATICAS,NO APLICA,31,PERSONA JURIDICA,ARTURO KUNSTMANN FERRERIA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,152000,""
ED6/01/060,8763,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,VI CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA AÑO 2001,2001,2001,ASOCIACION CIENTIFICA DE JOVENES MAGALLANICOS 2002,SIN INFORMACION,"",NO APLICA,12,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,9900,""
1010723,8972,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2001,2001,2001,AUTOMATED SYNCHRONIZATION AND LOAD BALANCING IN PARALLEL DISCRETE EVENT SIMULATION: AN ARCHITECTURE INDEPENDENT AND COST PREDICTABLE APPROACH TO THE DEVELOPMENT OF USER-FRIENDLY SOFTWARE,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,PERSONA NATURAL,JUAN MAURICIO MARIN CAIHUAN,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,12572,""
